ID,Age,Education,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse,Gender_Female,Gender_Male,Country_Australia,Country_Canada,Country_New Zealand,Country_Other,Country_Republic of Ireland,Country_UK,Country_USA,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Mixed-Black/Asian,Ethnicity_Mixed-White/Asian,Ethnicity_Mixed-White/Black,Ethnicity_Other,Ethnicity_White
945,1,5,46,38,49,48,32,7,8,3,2,0,6,6,3,6,2,2,3,3,0,0,2,3,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
946,0,7,32,32,42,52,35,2,1,4,0,0,0,6,6,6,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
947,0,3,29,38,38,38,30,6,5,4,6,0,3,6,6,4,3,0,6,0,0,3,4,3,4,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
948,1,6,55,30,47,41,29,7,5,6,2,3,6,6,3,5,0,0,2,0,3,3,2,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
949,1,3,40,40,29,41,47,1,0,2,2,0,5,6,2,5,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
950,2,6,51,27,46,44,30,6,4,5,1,0,1,6,3,6,1,0,4,0,0,4,1,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
951,0,8,42,40,49,40,37,3,7,6,2,0,3,6,4,6,2,0,3,2,2,3,6,0,4,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
952,0,7,25,42,57,47,41,9,10,3,3,0,0,4,6,5,3,0,3,0,0,3,3,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
953,0,7,40,41,48,41,40,8,8,5,5,0,3,5,6,4,3,0,5,0,3,3,5,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
954,1,8,46,33,46,41,29,5,8,5,0,0,0,6,3,5,0,0,0,0,0,0,0,0,3,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
955,0,7,49,34,44,42,36,2,2,0,0,0,0,5,3,4,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
956,0,6,53,36,46,33,20,8,9,4,5,2,4,5,6,5,4,2,3,4,0,3,0,4,2,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
957,3,8,25,36,42,44,45,2,3,5,6,1,2,6,3,0,1,1,0,1,0,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
958,2,6,23,38,47,51,50,2,2,6,0,5,0,6,6,6,3,0,6,0,6,3,1,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
959,0,7,33,50,46,35,54,3,8,5,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
960,0,8,36,41,55,50,37,5,4,5,0,0,1,6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
961,3,7,35,35,51,55,39,3,5,5,6,0,1,6,5,4,1,1,2,1,0,0,1,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
962,0,6,39,46,53,45,40,8,10,5,3,5,0,5,4,6,3,0,5,0,4,3,3,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
963,1,7,32,42,57,48,33,6,7,5,3,0,5,6,2,5,3,3,0,5,0,0,2,3,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
964,2,7,42,26,46,44,42,4,9,5,3,2,5,6,6,5,3,5,4,6,0,0,2,5,3,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
965,0,7,27,48,43,48,44,3,7,5,3,0,0,6,6,6,0,0,4,0,0,3,5,0,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
966,1,5,25,40,51,46,40,4,7,5,1,0,3,6,6,6,2,2,3,0,0,2,0,5,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
967,0,5,27,47,46,45,45,4,9,5,2,3,4,6,6,4,4,0,5,0,3,3,2,0,2,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
968,0,7,30,42,50,50,44,2,4,4,3,1,0,6,4,5,0,0,0,0,0,3,0,1,3,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
969,0,7,33,41,57,52,39,7,9,5,0,0,2,6,5,6,2,0,3,0,0,2,3,0,5,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
970,0,7,22,48,53,33,48,3,8,6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
971,4,0,20,48,50,50,47,5,6,6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
972,2,8,38,40,45,39,38,6,8,5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
973,1,7,40,28,50,36,48,3,7,6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
974,0,7,50,31,38,44,38,2,7,6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
975,0,7,20,53,54,52,46,2,10,6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
976,0,7,48,40,53,35,36,5,10,5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
977,5,5,18,40,50,48,47,5,4,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
978,0,7,30,47,51,47,42,3,4,0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
979,2,5,30,49,37,53,39,7,9,5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
980,3,7,48,32,43,42,47,2,5,6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
981,1,0,42,41,51,39,40,2,3,4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
982,0,7,40,39,47,38,45,3,6,4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
983,0,7,46,47,38,37,34,6,9,6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
984,1,8,42,39,57,31,49,5,9,5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
985,0,7,34,39,54,49,41,6,10,6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
986,0,7,34,42,54,40,35,5,9,5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
987,0,6,43,34,41,40,44,6,6,5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
988,1,7,52,44,49,34,25,7,9,4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
989,0,7,46,29,49,43,35,2,6,4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
990,1,8,28,40,47,36,40,7,9,5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
991,0,7,52,36,56,44,39,6,9,6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
992,0,7,39,51,48,38,28,8,10,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
993,4,6,28,42,50,44,42,3,5,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
994,1,8,25,45,55,56,49,3,7,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
995,0,7,41,45,51,49,36,5,9,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
996,0,5,28,38,44,37,41,5,8,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,0,5,28,46,43,46,47,6,8,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
998,1,5,47,38,52,39,48,3,6,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
999,1,0,26,45,44,42,48,3,4,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1000,0,7,29,43,45,44,51,2,2,4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1001,0,1,48,32,44,42,37,7,8,5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1002,0,7,35,46,37,27,35,7,10,5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1003,3,7,32,41,47,46,47,1,2,4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1004,0,7,55,27,44,33,44,1,4,3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1005,0,3,53,23,38,40,17,3,2,5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1006,0,3,44,29,33,43,29,7,9,5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1007,0,3,53,33,52,44,35,2,4,3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1008,0,7,35,41,56,49,42,4,7,4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1009,3,5,42,31,42,40,33,3,5,6,6,2,2,4,3,6,1,0,1,0,0,3,2,0,2,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1010,0,3,48,46,49,41,40,5,7,5,6,0,4,4,3,3,0,0,4,0,5,5,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1011,3,8,29,40,46,43,45,0,4,6,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1012,0,7,30,49,57,51,36,4,10,6,0,0,3,6,6,6,2,0,4,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1013,1,7,53,31,49,38,31,4,2,6,6,0,6,5,4,5,3,3,0,2,0,6,2,6,2,6,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1014,0,7,42,42,47,44,41,4,8,5,4,0,6,6,5,6,3,0,3,0,4,3,3,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1015,1,7,28,53,52,46,37,8,10,5,3,0,3,6,3,4,3,3,3,2,3,6,3,2,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1016,3,8,25,44,59,48,50,1,6,1,6,1,6,6,4,6,1,1,5,1,0,6,1,6,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1017,0,6,18,55,57,44,52,4,8,6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1018,1,7,39,20,40,32,22,6,6,6,4,0,3,6,6,5,2,2,2,2,5,6,3,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1019,0,3,32,31,39,46,49,2,0,5,0,0,0,6,3,4,4,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1020,1,3,38,50,48,33,42,3,8,0,4,1,2,6,6,5,2,0,6,0,5,4,6,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1021,2,7,45,30,36,40,36,4,0,3,6,0,0,6,5,5,3,0,0,5,0,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1022,0,8,37,33,53,30,47,3,4,6,3,0,3,5,6,4,0,0,0,0,0,4,0,2,3,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1023,0,7,55,19,38,40,23,2,3,5,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1024,0,3,49,39,56,37,39,3,6,5,0,0,0,4,5,4,0,0,0,0,0,6,4,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1025,0,7,29,38,53,36,23,7,8,6,4,0,0,6,5,4,0,0,0,0,0,4,0,5,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1026,0,3,39,32,49,47,37,6,6,4,6,0,5,6,3,5,0,0,3,0,0,3,3,3,3,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1027,0,8,25,33,41,41,39,3,4,5,0,0,0,2,4,4,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1028,3,0,37,42,49,37,42,4,7,2,0,2,2,6,2,6,0,0,2,2,0,0,2,2,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1029,2,8,42,42,43,43,46,7,9,5,2,2,2,6,3,4,1,1,3,1,1,0,1,0,1,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1030,0,5,32,45,50,47,50,3,10,5,3,0,0,5,6,6,0,0,3,0,0,2,4,4,4,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1031,0,8,41,33,40,36,39,3,7,5,2,2,3,6,2,6,2,0,2,0,2,0,2,0,2,5,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1032,0,7,29,42,50,50,42,4,8,3,4,0,0,6,6,6,0,0,0,0,0,4,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1033,1,7,38,30,45,36,31,7,7,3,2,1,3,3,2,4,2,1,2,2,0,2,1,1,1,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1034,0,7,38,35,47,39,40,4,7,6,3,0,0,6,6,6,3,0,0,0,0,2,3,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1035,0,7,48,36,49,39,34,5,10,6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1036,0,6,41,43,57,43,38,5,8,6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1037,0,7,41,45,52,42,40,7,9,6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1038,1,7,19,43,50,47,47,1,3,4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1039,2,5,48,29,46,58,36,3,0,6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1040,0,7,38,34,51,56,49,5,9,5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1041,0,7,43,39,50,38,45,2,6,6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1042,2,5,42,39,32,42,34,6,7,6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1043,2,8,38,24,31,34,31,8,8,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1044,1,7,46,36,47,49,38,6,5,5,3,2,2,6,5,5,3,4,2,0,5,3,5,0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1045,1,5,45,37,36,48,37,1,4,6,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1046,0,7,43,48,55,49,35,7,9,6,3,0,0,6,5,6,3,0,0,0,3,3,0,3,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1047,1,5,49,48,57,26,32,7,9,5,0,0,5,6,3,4,5,0,1,3,1,4,1,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1048,0,7,48,31,49,43,44,1,1,5,3,0,4,5,3,5,2,0,2,0,2,2,2,3,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1049,0,5,23,55,49,38,46,6,10,6,0,0,3,6,6,4,5,0,0,0,0,6,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1050,0,6,25,44,46,45,38,3,4,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1051,0,7,46,43,55,53,37,6,8,5,3,0,3,6,5,4,3,0,5,0,3,2,3,0,3,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1052,1,0,22,39,51,30,44,4,9,5,2,2,3,6,5,3,4,0,5,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1053,0,7,29,37,39,41,40,3,5,5,0,0,3,6,6,4,0,0,3,0,0,3,3,0,4,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1054,0,3,48,36,35,30,26,7,10,6,5,0,4,5,5,5,6,0,4,5,0,4,3,5,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1055,0,7,40,36,49,41,39,3,5,5,0,0,2,4,6,4,2,0,2,0,0,2,2,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1056,1,1,28,48,56,39,46,4,7,6,2,2,4,5,4,5,2,0,4,0,4,3,6,0,3,6,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1057,1,7,38,39,51,47,51,1,2,4,2,2,3,5,5,4,2,2,2,0,0,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1058,2,3,39,31,38,31,31,4,7,4,5,0,3,5,4,5,2,0,0,0,0,6,1,2,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1059,0,8,43,32,37,40,39,5,7,5,4,0,4,6,6,3,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1060,0,7,30,39,51,49,40,2,7,5,0,0,0,6,5,5,0,0,3,0,0,5,5,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1061,3,5,30,40,56,47,48,1,4,5,1,1,0,2,1,6,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1062,0,3,33,44,36,44,47,7,6,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1063,0,8,48,52,56,42,38,7,9,5,0,0,3,5,4,6,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1064,1,7,21,39,52,33,45,3,6,5,2,0,2,4,6,5,2,2,4,0,0,0,3,0,3,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1065,1,5,29,44,56,47,46,3,9,5,4,3,3,6,6,6,2,0,2,0,0,3,3,0,4,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1066,0,7,13,43,54,50,33,6,8,4,0,0,0,4,6,5,0,0,0,0,0,3,4,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1067,2,2,48,35,50,45,52,1,1,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1068,2,8,30,35,29,41,40,0,2,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1069,0,3,21,46,46,43,35,6,6,6,0,0,0,5,6,4,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1070,1,0,27,40,53,55,54,1,5,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1071,1,5,35,30,43,42,50,3,2,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1072,0,5,40,40,48,39,43,6,6,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1073,0,7,31,37,53,44,31,3,8,5,0,2,0,6,3,5,2,0,2,0,0,2,0,0,0,6,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1074,0,5,51,29,45,45,39,2,1,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1075,2,0,29,42,46,41,51,1,1,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1076,2,3,39,35,43,40,41,4,8,6,0,1,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1077,0,2,27,36,51,51,40,2,5,3,0,0,0,5,6,4,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1078,2,6,40,40,39,44,41,1,2,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1079,1,8,53,26,57,37,44,4,10,3,1,1,2,6,3,6,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1080,3,6,22,46,44,40,44,3,1,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1081,2,6,41,30,36,44,33,1,2,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1082,1,5,39,51,45,45,46,5,8,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1083,0,5,25,50,48,50,50,3,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1084,0,5,33,43,44,45,38,3,5,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1085,0,5,42,47,40,40,32,2,3,6,0,0,0,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1086,0,8,35,39,49,45,45,1,5,5,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1087,0,5,33,43,52,42,53,5,7,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1088,2,6,34,39,50,46,46,2,7,6,2,0,2,6,3,5,2,0,2,0,2,0,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1089,0,5,35,46,58,41,44,1,4,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1090,0,5,41,43,46,41,44,4,4,6,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1091,1,5,31,39,48,47,48,4,3,6,6,0,3,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1092,1,8,26,49,47,50,40,1,8,6,2,5,0,6,5,5,2,0,0,0,0,0,0,0,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1093,0,5,42,49,45,57,38,7,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1094,3,1,31,44,38,50,43,4,4,4,3,0,5,6,3,5,3,0,3,0,0,3,3,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
