ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
992,18-24,Male,"Some college or university, no certificate or degree",Australia,White,27,34,22,18,10,8,10,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,0
993,55-64,Male,Professional certificate/ diploma,Other,White,16,25,24,24,24,3,5,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,0,1
994,25-34,Male,University degree,UK,White,13,28,29,36,31,3,7,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0
995,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,28,25,29,18,5,9,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,0,3
996,18-24,Male,Masters degree,Other,White,16,21,18,17,23,5,8,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0
997,18-24,Male,Masters degree,UK,White,16,29,17,26,29,6,8,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,0,5
998,25-34,Male,Masters degree,UK,White,35,21,26,19,30,3,6,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0
999,25-34,Female,Doctorate degree,USA,White,14,28,18,22,30,3,4,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0
1000,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,26,19,24,33,2,2,4,3,3,2,5,3,3,3,0,3,4,3,3,3,2,3,6,0,0
1001,18-24,Male,Left school at 16 years,New Zealand,White,36,15,18,22,19,7,8,5,0,3,0,6,4,5,0,0,0,0,0,3,4,0,0,0,0,0
1002,18-24,Male,"Some college or university, no certificate or degree",USA,White,23,29,11,7,17,7,10,5,6,1,5,5,6,4,3,0,3,4,0,6,2,0,2,6,0,0
1003,45-54,Female,"Some college or university, no certificate or degree",Other,White,20,24,21,26,29,1,2,4,1,0,1,6,6,6,0,0,0,0,0,0,1,0,0,6,0,0
1004,18-24,Male,"Some college or university, no certificate or degree",Other,White,43,10,18,13,26,1,4,3,0,0,0,6,4,5,0,0,0,0,0,0,5,0,3,3,0,0
1005,18-24,Male,Left school at 18 years,Canada,White,41,6,12,20,0,3,2,5,0,0,3,6,6,2,0,0,0,0,4,3,0,3,0,5,0,3
1006,18-24,Male,Left school at 18 years,USA,Mixed-White/Black,32,12,7,23,11,7,9,5,3,0,6,6,5,4,0,3,0,0,0,6,0,4,0,6,0,4
1007,18-24,Female,Left school at 18 years,USA,White,41,16,26,24,17,2,4,3,0,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,3
1008,18-24,Male,"Some college or university, no certificate or degree",USA,White,23,24,30,29,24,4,7,4,0,0,0,4,4,5,0,0,0,0,0,3,0,3,3,3,0,0
1009,45-54,Male,Masters degree,Other,White,30,14,16,20,15,3,5,6,6,2,2,4,3,6,1,0,1,0,0,3,2,0,2,6,0,3
1010,18-24,Female,Left school at 18 years,UK,White,36,29,23,21,22,5,7,5,6,0,4,4,3,3,0,0,4,0,5,5,0,0,0,3,0,0
1011,45-54,Male,University degree,USA,White,17,23,20,23,27,0,4,6,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0
1012,18-24,Female,"Some college or university, no certificate or degree",USA,White,18,32,31,31,18,4,10,6,0,0,3,6,6,6,2,0,4,0,0,3,0,0,0,4,0,0
1013,25-34,Male,"Some college or university, no certificate or degree",USA,White,41,14,23,18,13,4,2,6,6,0,6,5,4,5,3,3,0,2,0,6,2,6,2,6,0,4
1014,18-24,Male,"Some college or university, no certificate or degree",USA,White,30,25,21,24,23,4,8,5,4,0,6,6,5,6,3,0,3,0,4,3,3,3,3,6,0,0
1015,25-34,Male,"Some college or university, no certificate or degree",USA,White,16,36,26,26,19,8,10,5,3,0,3,6,3,4,3,3,3,2,3,6,3,2,5,6,0,0
1016,45-54,Male,University degree,USA,White,13,27,33,28,32,1,6,1,6,1,6,6,4,6,1,1,5,1,0,6,1,6,2,6,0,0
1017,18-24,Male,Professional certificate/ diploma,Other,White,6,38,31,24,34,4,8,6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3,3,0,0
1018,25-34,Male,"Some college or university, no certificate or degree",USA,White,27,3,14,12,4,6,6,6,4,0,3,6,6,5,2,2,2,2,5,6,3,5,4,3,0,0
1019,18-24,Female,Left school at 18 years,UK,White,20,14,13,26,31,2,0,5,0,0,0,6,3,4,4,0,0,0,0,0,0,0,2,3,0,0
1020,25-34,Male,Left school at 18 years,Other,White,26,33,22,13,24,3,8,0,4,1,2,6,6,5,2,0,6,0,5,4,6,0,2,0,0,1
1021,35-44,Female,"Some college or university, no certificate or degree",USA,White,33,13,10,20,18,4,0,3,6,0,0,6,5,5,3,0,0,5,0,4,0,0,0,6,0,0
1022,18-24,Male,University degree,USA,White,25,16,27,10,29,3,4,6,3,0,3,5,6,4,0,0,0,0,0,4,0,2,3,3,0,2
1023,18-24,Female,"Some college or university, no certificate or degree",UK,White,43,2,12,20,5,2,3,5,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0
1024,18-24,Male,Left school at 18 years,Australia,White,37,22,30,17,21,3,6,5,0,0,0,4,5,4,0,0,0,0,0,6,4,0,4,2,0,0
1025,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,21,27,16,5,7,8,6,4,0,0,6,5,4,0,0,0,0,0,4,0,5,0,4,0,0
1026,18-24,Female,Left school at 18 years,USA,Other,27,15,23,27,19,6,6,4,6,0,5,6,3,5,0,0,3,0,0,3,3,3,3,3,0,3
1027,18-24,Female,University degree,USA,White,13,16,15,21,21,3,4,5,0,0,0,2,4,4,0,0,0,0,0,3,0,0,0,3,0,0
1028,45-54,Male,Doctorate degree,USA,White,25,25,23,17,24,4,7,2,0,2,2,6,2,6,0,0,2,2,0,0,2,2,2,0,0,2
1029,35-44,Female,University degree,USA,Asian,30,25,17,23,28,7,9,5,2,2,2,6,3,4,1,1,3,1,1,0,1,0,1,5,0,1
1030,18-24,Female,Masters degree,USA,White,20,28,24,27,32,3,10,5,3,0,0,5,6,6,0,0,3,0,0,2,4,4,4,4,0,5
1031,18-24,Female,University degree,UK,White,29,16,14,16,21,3,7,5,2,2,3,6,2,6,2,0,2,0,2,0,2,0,2,5,0,2
1032,18-24,Male,"Some college or university, no certificate or degree",Australia,White,17,25,24,30,24,4,8,3,4,0,0,6,6,6,0,0,0,0,0,4,0,0,0,5,0,0
1033,25-34,Male,"Some college or university, no certificate or degree",UK,White,26,13,19,16,13,7,7,3,2,1,3,3,2,4,2,1,2,2,0,2,1,1,1,6,0,1
1034,18-24,Male,"Some college or university, no certificate or degree",USA,White,26,18,21,19,22,4,7,6,3,0,0,6,6,6,3,0,0,0,0,2,3,0,3,3,0,0
1035,18-24,Female,"Some college or university, no certificate or degree",UK,White,36,19,23,19,16,5,10,6,3,0,2,6,6,5,3,0,4,0,0,4,0,0,0,6,0,1
1036,18-24,Male,Professional certificate/ diploma,UK,White,29,26,31,23,20,5,8,6,3,3,0,6,3,4,3,0,4,0,4,3,0,0,0,6,0,0
1037,18-24,Female,"Some college or university, no certificate or degree",USA,White,29,28,26,22,22,7,9,6,0,3,2,6,6,4,3,0,4,3,3,3,4,2,4,6,0,2
1038,25-34,Male,"Some college or university, no certificate or degree",USA,White,7,26,24,27,29,1,3,4,4,0,4,6,4,5,0,0,0,0,0,0,0,4,2,5,0,1
1039,35-44,Female,Masters degree,USA,White,36,12,20,38,18,3,0,6,0,0,0,6,6,6,0,0,3,0,0,0,0,0,2,0,0,0
1040,18-24,Female,"Some college or university, no certificate or degree",USA,White,26,17,25,36,31,5,9,5,0,0,3,6,3,4,0,0,0,0,0,3,0,0,0,3,0,3
1041,18-24,Male,"Some college or university, no certificate or degree",USA,White,31,22,24,18,27,2,6,6,3,0,6,6,6,6,4,0,3,0,0,6,0,5,0,6,0,3
1042,35-44,Female,Masters degree,UK,White,30,22,6,22,16,6,7,6,1,0,2,6,1,3,1,0,1,0,0,0,1,0,1,6,0,1
1043,35-44,Male,University degree,UK,White,26,7,5,14,13,8,8,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1044,25-34,Male,"Some college or university, no certificate or degree",Other,White,34,19,21,29,20,6,5,5,3,2,2,6,5,5,3,4,2,0,5,3,5,0,3,6,0,0
1045,25-34,Female,Masters degree,UK,White,33,20,10,28,19,1,4,6,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0
1046,18-24,Male,"Some college or university, no certificate or degree",UK,White,31,31,29,29,17,7,9,6,3,0,0,6,5,6,3,0,0,0,3,3,0,3,3,6,0,0
1047,25-34,Female,Masters degree,USA,White,37,31,31,6,14,7,9,5,0,0,5,6,3,4,5,0,1,3,1,4,1,5,0,0,0,1
1048,18-24,Male,"Some college or university, no certificate or degree",USA,White,36,14,23,23,26,1,1,5,3,0,4,5,3,5,2,0,2,0,2,2,2,3,0,3,0,1
1049,18-24,Male,Masters degree,UK,White,11,38,23,18,28,6,10,6,0,0,3,6,6,4,5,0,0,0,0,6,0,0,0,6,0,0
1050,18-24,Male,Professional certificate/ diploma,UK,White,13,27,20,25,20,3,4,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,4,0,0
1051,18-24,Female,"Some college or university, no certificate or degree",USA,White,34,26,29,33,19,6,8,5,3,0,3,6,5,4,3,0,5,0,3,2,3,0,3,5,0,3
1052,25-34,Male,Doctorate degree,Other,White,10,22,25,10,26,4,9,5,2,2,3,6,5,3,4,0,5,0,0,0,0,2,0,1,0,1
1053,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,20,13,21,22,3,5,5,0,0,3,6,6,4,0,0,3,0,0,3,3,0,4,6,0,2
1054,18-24,Male,Left school at 18 years,Canada,White,36,19,9,10,8,7,10,6,5,0,4,5,5,5,6,0,4,5,0,4,3,5,3,6,0,0
1055,18-24,Female,"Some college or university, no certificate or degree",USA,White,28,19,23,21,21,3,5,5,0,0,2,4,6,4,2,0,2,0,0,2,2,0,3,3,0,0
1056,25-34,Male,Left school at 16 years,UK,White,16,31,30,19,28,4,7,6,2,2,4,5,4,5,2,0,4,0,4,3,6,0,3,6,0,6
1057,25-34,Female,"Some college or university, no certificate or degree",USA,White,26,22,25,27,33,1,2,4,2,2,3,5,5,4,2,2,2,0,0,2,0,2,2,2,0,1
1058,35-44,Female,Left school at 18 years,USA,White,27,14,12,11,13,4,7,4,5,0,3,5,4,5,2,0,0,0,0,6,1,2,1,3,0,1
1059,18-24,Male,University degree,USA,White,31,15,11,20,21,5,7,5,4,0,4,6,6,3,0,0,0,0,0,4,0,0,3,0,0,0
1060,18-24,Male,"Some college or university, no certificate or degree",USA,White,18,22,25,29,22,2,7,5,0,0,0,6,5,5,0,0,3,0,0,5,5,3,0,3,0,0
1061,45-54,Female,Masters degree,Other,White,18,23,30,27,30,1,4,5,1,1,0,2,1,6,1,0,0,1,0,0,1,0,1,1,0,0
1062,18-24,Female,Left school at 18 years,USA,Other,21,27,10,24,29,7,6,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1063,18-24,Female,University degree,USA,Mixed-Black/Asian,36,35,30,22,20,7,9,5,0,0,3,5,4,6,0,0,0,0,0,0,4,0,4,0,0,0
1064,25-34,Male,"Some college or university, no certificate or degree",USA,White,9,22,26,13,27,3,6,5,2,0,2,4,6,5,2,2,4,0,0,0,3,0,3,5,0,2
1065,25-34,Male,Masters degree,Other,Other,17,27,30,27,28,3,9,5,4,3,3,6,6,6,2,0,2,0,0,3,3,0,4,6,0,1
1066,18-24,Male,"Some college or university, no certificate or degree",USA,White,1,26,28,30,15,6,8,4,0,0,0,4,6,5,0,0,0,0,0,3,4,0,0,5,0,0
1067,35-44,Female,Left school at 17 years,Canada,White,36,18,24,25,34,1,1,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0
1068,35-44,Male,University degree,Canada,White,18,18,3,21,22,0,2,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0
1069,18-24,Male,Left school at 18 years,UK,White,9,29,20,23,17,6,6,6,0,0,0,5,6,4,0,0,6,0,0,0,0,0,0,6,0,0
1070,25-34,Female,Doctorate degree,UK,White,15,23,27,35,36,1,5,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0
1071,25-34,Female,Masters degree,Other,Mixed-White/Black,23,13,17,22,32,3,2,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1072,18-24,Male,Masters degree,UK,White,28,23,22,19,25,6,6,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,0,0,0,0
1073,18-24,Male,"Some college or university, no certificate or degree",Republic of Ireland,White,19,20,27,24,13,3,8,5,0,2,0,6,3,5,2,0,2,0,0,2,0,0,0,6,0,2
1074,18-24,Female,Masters degree,UK,White,39,12,19,25,21,2,1,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1075,35-44,Female,Doctorate degree,UK,White,17,25,20,21,33,1,1,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1076,35-44,Male,Left school at 18 years,UK,White,27,18,17,20,23,4,8,6,0,1,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,0
1077,18-24,Male,Left school at 17 years,UK,White,15,19,25,31,22,2,5,3,0,0,0,5,6,4,0,0,0,0,0,4,0,0,4,0,0,0
1078,35-44,Female,Professional certificate/ diploma,Canada,White,28,23,13,24,23,1,2,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0
1079,25-34,Female,University degree,USA,White,41,9,31,17,26,4,10,3,1,1,2,6,3,6,0,0,1,0,0,0,1,0,1,3,0,0
1080,45-54,Male,Professional certificate/ diploma,UK,White,10,29,18,20,26,3,1,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1081,35-44,Female,Professional certificate/ diploma,UK,White,29,13,10,24,15,1,2,4,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1082,25-34,Female,Masters degree,UK,Other,27,34,19,25,28,5,8,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1083,18-24,Female,Masters degree,UK,White,13,33,22,30,32,3,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1084,18-24,Male,Masters degree,UK,White,21,26,18,25,20,3,5,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,3,0,0
1085,18-24,Female,Masters degree,UK,White,30,30,14,20,14,2,3,6,0,0,0,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0
1086,18-24,Female,University degree,UK,White,23,22,23,25,27,1,5,5,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,1
1087,18-24,Female,Masters degree,UK,White,21,26,26,22,35,5,7,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1088,35-44,Male,Professional certificate/ diploma,Canada,White,22,22,24,26,28,2,7,6,2,0,2,6,3,5,2,0,2,0,2,0,2,0,2,1,0,0
1089,18-24,Female,Masters degree,Other,White,23,29,32,21,26,1,4,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1090,18-24,Female,Masters degree,UK,White,29,26,20,21,26,4,4,6,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,0
1091,25-34,Female,Masters degree,USA,White,19,22,22,27,30,4,3,6,6,0,3,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0
1092,25-34,Female,University degree,UK,White,14,32,21,30,22,1,8,6,2,5,0,6,5,5,2,0,0,0,0,0,0,0,2,6,0,1
1093,18-24,Female,Masters degree,UK,White,30,32,19,37,20,7,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1094,45-54,Female,Left school at 16 years,UK,White,19,27,12,30,25,4,4,4,3,0,5,6,3,5,3,0,3,0,0,3,3,3,3,3,0,0
1095,18-24,Male,University degree,Australia,White,9,17,16,15,14,4,8,3,4,6,0,6,3,4,4,0,4,0,0,4,4,0,3,0,0,4
1096,25-34,Female,University degree,Australia,White,11,34,14,19,28,6,7,6,2,0,2,6,4,5,3,0,3,0,0,0,0,0,0,5,0,0
1097,35-44,Male,Masters degree,UK,Asian,19,29,21,23,30,6,5,5,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,6,0,0
1098,25-34,Male,Masters degree,UK,White,35,15,14,23,25,3,0,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
1099,18-24,Male,Left school at 18 years,UK,White,18,18,30,34,15,3,4,5,2,3,3,5,5,4,0,0,3,0,4,3,0,0,0,6,0,0
1100,25-34,Male,"Some college or university, no certificate or degree",USA,White,15,23,25,24,19,6,6,3,2,0,4,6,6,6,2,2,3,2,2,3,2,6,3,6,0,5
1101,18-24,Female,"Some college or university, no certificate or degree",USA,White,24,20,20,17,19,1,5,4,0,0,0,6,5,4,0,0,0,0,0,3,0,0,3,0,0,0
1102,18-24,Female,Masters degree,UK,White,12,31,22,26,28,3,7,5,2,2,0,5,5,6,2,0,0,0,0,0,0,0,2,5,0,0
1103,18-24,Male,"Some college or university, no certificate or degree",Other,White,18,26,19,25,10,4,8,6,4,0,0,6,5,5,0,0,0,0,0,0,0,0,0,6,0,0
1104,18-24,Female,University degree,USA,White,27,22,16,21,32,2,4,5,0,0,2,6,6,5,3,0,4,0,2,2,4,0,2,3,0,0
1105,18-24,Female,Masters degree,Other,White,16,22,19,20,21,3,9,6,0,3,0,5,6,5,3,0,4,0,0,0,3,0,0,6,0,0
1106,18-24,Female,Left school at 18 years,USA,White,14,25,31,17,10,4,8,5,0,0,0,5,4,5,0,0,4,0,0,0,0,0,0,0,0,0
1107,25-34,Male,"Some college or university, no certificate or degree",Other,White,13,15,25,15,8,1,6,6,3,2,3,6,5,5,3,0,4,0,3,3,4,0,4,6,0,0
1108,25-34,Female,Doctorate degree,UK,White,22,21,17,36,34,1,6,4,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0
1109,25-34,Female,"Some college or university, no certificate or degree",Other,White,42,21,23,15,16,4,8,5,3,2,2,3,6,5,3,0,4,2,2,0,3,3,2,6,0,1
1110,18-24,Male,University degree,UK,White,35,30,27,22,20,8,10,5,4,2,3,5,4,6,2,0,4,0,4,3,2,0,2,4,0,0
1111,18-24,Male,"Some college or university, no certificate or degree",UK,White,15,34,29,31,22,4,7,6,5,3,5,6,5,5,5,0,5,0,5,3,3,0,0,6,0,0
1112,45-54,Male,"Some college or university, no certificate or degree",USA,White,45,12,7,24,11,6,4,5,3,1,6,6,1,5,3,0,1,1,2,0,1,3,2,1,0,1
1113,18-24,Female,"Some college or university, no certificate or degree",USA,White,26,22,18,36,33,1,2,5,0,0,6,6,3,4,0,0,4,0,0,3,4,0,5,0,0,0
1114,45-54,Male,Doctorate degree,USA,White,28,20,24,25,14,7,6,6,6,0,2,6,3,6,2,0,1,0,0,0,3,3,2,2,0,0
1115,18-24,Male,Left school at 18 years,USA,White,15,14,15,16,28,2,4,5,0,4,3,6,6,6,4,0,4,0,3,3,3,3,4,6,0,2
1116,18-24,Male,"Some college or university, no certificate or degree",USA,White,0,26,20,31,36,3,8,5,0,0,0,6,6,6,0,0,0,0,0,4,3,3,3,5,0,0
1117,45-54,Male,Left school at 16 years,UK,White,29,19,23,6,22,6,5,3,1,1,1,6,6,6,1,0,0,3,0,0,1,0,3,1,0,0
1118,18-24,Male,"Some college or university, no certificate or degree",USA,Other,33,23,28,22,13,7,7,5,0,0,3,6,6,6,0,0,3,0,0,6,4,0,4,6,0,0
1119,18-24,Male,"Some college or university, no certificate or degree",USA,White,39,14,19,17,19,2,5,6,4,0,6,6,6,6,0,0,4,0,0,4,3,3,3,6,0,0
1120,25-34,Female,University degree,USA,White,9,38,34,30,22,5,10,6,6,0,3,6,6,6,3,0,3,0,0,0,4,5,5,6,0,4
1121,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,20,20,11,16,6,8,4,5,0,3,4,6,5,0,0,3,0,0,3,3,0,3,3,0,0
1122,25-34,Male,University degree,UK,White,14,31,23,26,29,4,5,5,2,2,0,6,2,6,2,0,2,0,2,2,0,0,0,2,0,0
1123,25-34,Male,"Some college or university, no certificate or degree",USA,White,20,4,11,18,22,4,8,2,5,0,3,6,2,4,2,0,0,3,2,2,2,6,2,1,0,0
1124,18-24,Male,Left school at 16 years,Canada,White,23,9,30,23,21,2,4,3,2,0,2,6,3,4,3,2,2,0,2,2,2,4,2,6,0,0
1125,25-34,Male,Professional certificate/ diploma,UK,White,31,16,12,23,14,5,4,6,6,2,3,6,3,6,3,0,3,0,4,6,0,0,2,6,0,0
1126,25-34,Male,Left school at 18 years,UK,White,14,23,3,26,24,7,6,6,2,2,5,4,6,6,3,3,3,0,4,6,2,0,2,6,0,3
1127,25-34,Male,Professional certificate/ diploma,USA,White,37,13,17,22,6,3,5,4,4,2,5,6,5,5,3,0,4,3,0,4,0,2,3,6,0,3
1128,55-64,Male,Left school at 17 years,USA,White,29,20,16,12,28,3,6,3,1,0,4,6,3,3,2,2,0,0,0,0,1,0,1,1,0,0
1129,18-24,Male,"Some college or university, no certificate or degree",USA,White,37,16,25,25,18,5,9,4,3,0,5,6,6,5,2,2,3,2,0,6,5,3,3,5,0,0
1130,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,8,15,30,14,6,7,5,5,0,3,6,6,5,3,2,3,0,0,2,3,6,2,6,0,2
1131,18-24,Male,"Some college or university, no certificate or degree",Other,White,10,14,26,33,10,3,7,5,0,0,0,3,5,6,0,0,0,0,3,3,3,3,4,5,0,0
1132,18-24,Male,"Some college or university, no certificate or degree",Other,White,28,24,19,23,9,7,8,6,3,3,6,4,5,5,2,2,3,5,5,6,2,0,2,6,0,2
1133,25-34,Female,Professional certificate/ diploma,USA,White,44,28,25,9,10,8,10,4,0,0,6,6,3,0,4,0,2,5,0,0,2,4,2,6,0,0
1134,25-34,Male,Masters degree,New Zealand,White,30,18,21,15,22,3,5,6,2,3,6,6,6,6,3,0,2,2,2,6,2,3,3,3,0,6
1135,35-44,Male,Professional certificate/ diploma,Australia,White,12,24,30,30,26,7,8,3,3,0,2,3,5,5,0,0,3,0,0,3,3,0,3,6,0,0
1136,18-24,Male,Masters degree,USA,White,28,31,12,17,20,8,7,5,5,0,4,6,3,6,3,0,0,0,0,3,0,6,0,6,0,2
1137,18-24,Male,Left school at 18 years,USA,White,37,27,18,14,11,7,9,3,3,0,4,6,6,5,3,3,3,3,3,3,3,4,3,6,0,4
1138,25-34,Female,Doctorate degree,UK,White,23,25,14,23,27,1,3,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1139,25-34,Female,University degree,Other,White,27,9,20,27,14,3,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1140,25-34,Male,"Some college or university, no certificate or degree",USA,White,29,14,23,1,20,8,9,6,3,0,3,6,6,6,3,0,4,2,2,3,2,2,3,6,0,0
1141,18-24,Female,"Some college or university, no certificate or degree",USA,White,15,26,21,32,22,3,9,6,2,0,5,5,5,5,5,3,4,3,0,3,0,5,3,5,0,3
1142,25-34,Female,University degree,Australia,White,39,11,25,16,12,5,9,4,2,0,3,6,6,4,0,0,2,0,0,0,0,0,0,6,0,2
1143,35-44,Male,Professional certificate/ diploma,USA,White,28,14,21,22,28,5,6,4,1,0,6,6,4,0,3,3,0,2,1,3,1,6,4,6,0,1
1144,18-24,Female,"Some college or university, no certificate or degree",USA,White,42,9,28,32,15,3,9,6,3,0,4,6,4,4,0,0,0,0,0,4,0,0,0,6,0,0
1145,45-54,Male,University degree,UK,White,26,15,15,21,19,4,3,1,1,1,3,6,1,6,1,0,1,0,0,0,1,0,1,6,0,0
1146,18-24,Male,"Some college or university, no certificate or degree",Republic of Ireland,White,39,17,15,15,7,3,6,5,4,2,0,6,4,3,3,0,4,0,0,3,0,0,0,6,0,0
1147,25-34,Male,Masters degree,USA,White,26,18,22,23,16,2,2,5,6,0,4,6,6,5,0,0,0,0,4,5,4,4,4,3,0,2
1148,25-34,Male,University degree,USA,White,2,20,12,13,30,3,6,5,6,5,3,6,2,4,2,0,4,0,0,0,3,0,2,0,0,0
1149,35-44,Male,Professional certificate/ diploma,USA,White,41,16,21,13,14,6,4,3,3,1,4,6,3,3,1,1,2,0,2,5,3,3,2,6,0,1
1150,18-24,Male,"Some college or university, no certificate or degree",USA,White,25,24,21,19,19,5,10,5,4,2,4,6,6,5,6,3,5,2,3,2,3,3,3,5,0,2
1151,45-54,Female,Left school at 18 years,Australia,White,18,27,18,26,30,2,4,1,6,2,6,5,6,5,2,0,2,2,2,0,2,0,2,6,0,0
1152,25-34,Male,"Some college or university, no certificate or degree",USA,White,36,20,24,30,27,4,7,4,6,3,6,6,4,4,2,2,2,2,2,4,2,0,2,5,0,2
1153,35-44,Female,University degree,USA,White,40,10,16,21,14,6,3,1,3,0,2,6,6,6,1,2,0,1,0,1,0,0,0,6,0,1
1154,55-64,Female,Masters degree,USA,Other,27,18,15,15,22,5,10,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1155,18-24,Male,Left school at 18 years,Other,White,29,17,19,22,9,5,9,4,3,0,3,4,4,4,0,0,0,0,0,3,3,3,0,4,0,0
1156,18-24,Female,Masters degree,UK,White,28,24,22,28,20,4,8,6,2,2,0,6,6,4,3,0,4,0,5,3,3,0,0,6,0,0
1157,18-24,Male,Doctorate degree,UK,White,15,34,30,33,20,3,9,6,2,2,4,6,5,6,0,0,4,0,3,3,0,0,5,4,0,0
1158,18-24,Female,"Some college or university, no certificate or degree",UK,White,26,22,18,19,27,3,4,3,2,0,4,3,2,6,2,0,2,0,0,2,0,0,0,2,0,0
1159,18-24,Male,"Some college or university, no certificate or degree",UK,White,30,35,31,26,21,7,8,4,5,0,0,5,6,5,3,0,6,0,3,6,0,0,0,6,0,0
1160,45-54,Male,Professional certificate/ diploma,Republic of Ireland,White,19,23,18,15,30,2,7,3,2,2,3,6,6,5,1,0,0,0,0,3,1,0,1,6,0,1
1161,25-34,Female,University degree,Canada,White,30,22,21,23,15,4,9,6,2,2,3,4,3,5,3,0,3,0,0,2,2,0,3,1,0,0
1162,18-24,Male,Left school at 17 years,USA,Other,32,15,10,17,25,5,8,5,6,0,0,6,5,4,5,0,4,0,0,3,3,0,3,6,0,0
1163,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,22,30,24,26,5,10,5,3,0,3,4,5,4,4,0,2,3,0,3,2,3,2,3,0,0
1164,25-34,Female,Doctorate degree,UK,White,22,16,22,29,36,2,4,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1165,25-34,Male,Left school at 17 years,Australia,White,20,25,20,24,27,4,6,4,5,4,5,6,2,4,4,0,3,0,0,3,2,0,3,6,0,0
1166,25-34,Male,"Some college or university, no certificate or degree",USA,White,32,15,23,19,31,6,5,5,0,0,5,4,5,5,0,0,0,0,0,5,0,5,3,1,0,0
1167,35-44,Male,University degree,USA,White,20,19,26,28,10,8,10,6,0,0,0,6,3,6,3,0,2,0,2,3,0,0,4,3,0,1
1168,25-34,Male,University degree,USA,White,29,16,27,21,28,3,6,5,1,0,0,6,6,6,0,0,4,0,0,2,4,0,4,1,0,0
1169,18-24,Male,Left school at 18 years,USA,White,32,21,29,18,16,6,8,6,2,0,0,6,6,5,0,0,0,0,0,4,0,3,3,2,0,0
